                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 1.3829,                0.68917,                0.97731,                0.84572,                0.58651,                0.66632,                0.36501,                 1.3498,                 0.5994,                0.99649,               0.006733,               0.006733,               0.006733
                    102,                 1.3756,                0.68394,                0.98042,                0.84673,                0.58603,                0.66661,                0.36505,                 1.3496,                 0.5991,                0.99639,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.3717,                0.67916,                0.97486,                0.84535,                0.58651,                0.66659,                0.36514,                 1.3495,                0.59885,                0.99635,               0.006667,               0.006667,               0.006667
                    104,                 1.3766,                0.68287,                0.97603,                0.84504,                0.58633,                0.66643,                0.36515,                 1.3493,                0.59885,                0.99627,               0.006634,               0.006634,               0.006634
                    105,                 1.3646,                0.67762,                0.97292,                0.84492,                  0.587,                0.66675,                0.36525,                 1.3493,                0.59877,                0.99621,               0.006601,               0.006601,               0.006601
                    106,                 1.3728,                0.67807,                0.97319,                0.84475,                0.58674,                 0.6667,                0.36531,                 1.3491,                0.59854,                0.99605,               0.006568,               0.006568,               0.006568
                    107,                 1.3719,                 0.6795,                 0.9749,                0.84438,                0.58701,                0.66703,                0.36557,                  1.349,                 0.5984,                0.99604,               0.006535,               0.006535,               0.006535
                    108,                 1.3777,                0.67818,                0.97437,                0.84401,                0.58724,                0.66688,                0.36548,                 1.3491,                 0.5983,                  0.996,               0.006502,               0.006502,               0.006502
                    109,                 1.3769,                0.68154,                0.97399,                0.84422,                0.58699,                0.66693,                0.36559,                 1.3489,                0.59804,                0.99596,               0.006469,               0.006469,               0.006469
                    110,                 1.3753,                0.68176,                0.97324,                0.84442,                0.58708,                0.66714,                0.36573,                 1.3487,                0.59787,                0.99587,               0.006436,               0.006436,               0.006436
                    111,                 1.3729,                0.68133,                0.97271,                0.84439,                0.58734,                0.66729,                0.36569,                 1.3488,                0.59775,                0.99589,               0.006403,               0.006403,               0.006403
                    112,                 1.3656,                0.67728,                0.97474,                  0.844,                0.58767,                 0.6674,                0.36572,                 1.3487,                0.59776,                0.99584,                0.00637,                0.00637,                0.00637
                    113,                  1.363,                0.67451,                0.97294,                0.84458,                0.58741,                0.66725,                0.36575,                 1.3488,                0.59771,                0.99585,               0.006337,               0.006337,               0.006337
                    114,                 1.3624,                0.67568,                0.97215,                0.84312,                0.58795,                0.66736,                0.36573,                 1.3488,                 0.5975,                0.99583,               0.006304,               0.006304,               0.006304
                    115,                 1.3731,                0.67656,                 0.9738,                0.84355,                0.58805,                 0.6675,                0.36581,                 1.3486,                0.59729,                0.99578,               0.006271,               0.006271,               0.006271
                    116,                 1.3653,                0.67438,                0.97305,                0.84266,                0.58845,                0.66753,                0.36594,                 1.3487,                0.59726,                0.99579,               0.006238,               0.006238,               0.006238
                    117,                 1.3655,                0.67506,                0.97422,                0.84325,                 0.5881,                0.66744,                0.36601,                 1.3488,                0.59717,                0.99578,               0.006205,               0.006205,               0.006205
                    118,                  1.359,                0.67141,                0.97256,                0.84213,                0.58905,                0.66764,                0.36599,                 1.3488,                0.59703,                0.99574,               0.006172,               0.006172,               0.006172
                    119,                  1.365,                0.67507,                0.97347,                 0.8429,                 0.5885,                0.66727,                 0.3658,                 1.3488,                0.59704,                0.99574,               0.006139,               0.006139,               0.006139
                    120,                 1.3638,                0.67305,                0.97368,                0.84244,                0.58878,                0.66737,                0.36578,                  1.349,                0.59706,                0.99587,               0.006106,               0.006106,               0.006106
                    121,                 1.3594,                 0.6702,                0.97044,                0.84349,                0.58855,                0.66759,                 0.3658,                  1.349,                  0.597,                0.99589,               0.006073,               0.006073,               0.006073
                    122,                 1.3566,                0.67125,                0.96932,                0.84313,                0.58842,                0.66746,                0.36585,                  1.349,                0.59686,                0.99584,                0.00604,                0.00604,                0.00604
                    123,                 1.3661,                0.67502,                0.97263,                0.84329,                0.58908,                0.66797,                0.36595,                 1.3493,                  0.597,                0.99584,               0.006007,               0.006007,               0.006007
                    124,                 1.3676,                0.67465,                0.97255,                0.84246,                0.58923,                0.66779,                0.36603,                 1.3493,                  0.597,                0.99578,               0.005974,               0.005974,               0.005974
                    125,                 1.3691,                0.67608,                0.96929,                0.84179,                0.58961,                0.66789,                0.36594,                 1.3494,                0.59686,                0.99582,               0.005941,               0.005941,               0.005941
                    126,                 1.3593,                0.66968,                0.96979,                0.84221,                0.58948,                0.66787,                0.36596,                 1.3497,                0.59714,                0.99585,               0.005908,               0.005908,               0.005908
                    127,                 1.3605,                0.67208,                  0.971,                 0.8421,                0.58938,                0.66828,                0.36604,                 1.3499,                0.59696,                0.99587,               0.005875,               0.005875,               0.005875
                    128,                 1.3576,                0.66974,                 0.9686,                0.84266,                0.58921,                0.66823,                0.36616,                 1.3498,                0.59696,                0.99593,               0.005842,               0.005842,               0.005842
                    129,                  1.363,                0.67096,                0.96794,                0.84323,                0.58928,                0.66832,                0.36621,                   1.35,                0.59683,                0.99597,               0.005809,               0.005809,               0.005809
                    130,                 1.3481,                0.66334,                0.96768,                0.84324,                0.58941,                 0.6682,                 0.3662,                 1.3502,                0.59682,                0.99595,               0.005776,               0.005776,               0.005776
                    131,                 1.3472,                0.66384,                0.96822,                0.84295,                0.58976,                0.66843,                0.36621,                 1.3502,                0.59663,                0.99583,               0.005743,               0.005743,               0.005743
                    132,                 1.3477,                0.66579,                0.96611,                0.84306,                0.58973,                0.66847,                0.36647,                 1.3502,                 0.5967,                0.99585,                0.00571,                0.00571,                0.00571
                    133,                 1.3512,                0.66743,                 0.9669,                0.84423,                0.58968,                0.66862,                0.36635,                 1.3502,                0.59665,                0.99581,               0.005677,               0.005677,               0.005677
                    134,                 1.3546,                0.66445,                0.96737,                0.84432,                0.58953,                0.66868,                0.36622,                 1.3501,                0.59651,                0.99583,               0.005644,               0.005644,               0.005644
                    135,                 1.3436,                0.65528,                0.96569,                0.84395,                0.58953,                0.66855,                0.36656,                 1.3502,                0.59632,                0.99581,               0.005611,               0.005611,               0.005611
                    136,                  1.356,                0.66432,                0.97107,                0.84307,                0.59019,                0.66895,                0.36663,                 1.3502,                0.59624,                0.99582,               0.005578,               0.005578,               0.005578
                    137,                 1.3609,                0.66666,                 0.9685,                0.84255,                0.59029,                0.66878,                 0.3668,                   1.35,                0.59624,                0.99577,               0.005545,               0.005545,               0.005545
                    138,                 1.3559,                0.66438,                0.97072,                0.84332,                0.59016,                0.66885,                0.36677,                 1.3501,                 0.5962,                 0.9958,               0.005512,               0.005512,               0.005512
                    139,                 1.3593,                0.66712,                0.97047,                0.84314,                0.59029,                0.66883,                0.36678,                 1.3501,                0.59608,                0.99576,               0.005479,               0.005479,               0.005479
                    140,                 1.3581,                0.66683,                0.97113,                0.84302,                0.59074,                0.66923,                0.36693,                 1.3502,                0.59607,                0.99587,               0.005446,               0.005446,               0.005446
                    141,                 1.3619,                0.66772,                0.96703,                0.84298,                0.59057,                0.66904,                0.36697,                 1.3502,                0.59594,                0.99575,               0.005413,               0.005413,               0.005413
                    142,                 1.3571,                0.66492,                0.97016,                0.84378,                0.59059,                0.66942,                0.36707,                 1.3503,                0.59582,                0.99576,                0.00538,                0.00538,                0.00538
                    143,                 1.3631,                0.66804,                0.96971,                0.84387,                0.58999,                0.66932,                0.36712,                 1.3503,                0.59583,                0.99578,               0.005347,               0.005347,               0.005347
                    144,                 1.3474,                0.66282,                0.96858,                 0.8441,                0.59039,                0.66986,                0.36729,                 1.3501,                0.59569,                0.99576,               0.005314,               0.005314,               0.005314
                    145,                 1.3584,                 0.6653,                0.96692,                0.84432,                0.59054,                0.66997,                0.36714,                 1.3502,                0.59564,                 0.9957,               0.005281,               0.005281,               0.005281
                    146,                 1.3534,                0.66396,                0.96612,                 0.8443,                0.59031,                0.66999,                0.36757,                 1.3501,                0.59557,                0.99574,               0.005248,               0.005248,               0.005248
                    147,                 1.3534,                0.66359,                0.96747,                0.84381,                0.59064,                0.66987,                0.36763,                   1.35,                0.59552,                0.99571,               0.005215,               0.005215,               0.005215
                    148,                 1.3537,                0.66495,                0.96845,                0.84391,                0.59039,                0.66964,                0.36752,                 1.3501,                0.59537,                0.99572,               0.005182,               0.005182,               0.005182
                    149,                 1.3572,                0.66636,                0.96623,                0.84419,                0.59044,                0.66997,                0.36757,                 1.3501,                0.59529,                0.99575,               0.005149,               0.005149,               0.005149
                    150,                 1.3484,                0.66069,                0.96537,                0.84408,                0.59077,                0.67033,                 0.3677,                 1.3501,                0.59512,                0.99568,               0.005116,               0.005116,               0.005116
                    151,                 1.3507,                0.66248,                0.96648,                0.84449,                0.59056,                0.67026,                0.36766,                 1.3502,                0.59502,                0.99565,               0.005083,               0.005083,               0.005083
                    152,                 1.3514,                0.66137,                0.96781,                0.84389,                0.59087,                0.67019,                0.36767,                 1.3504,                0.59487,                0.99571,                0.00505,                0.00505,                0.00505
                    153,                 1.3481,                0.65611,                0.96895,                0.84413,                0.59071,                0.67015,                0.36725,                 1.3504,                0.59474,                0.99577,               0.005017,               0.005017,               0.005017
                    154,                 1.3396,                0.65565,                0.96732,                0.84458,                0.59067,                0.67044,                0.36735,                 1.3504,                0.59467,                0.99579,               0.004984,               0.004984,               0.004984
                    155,                 1.3419,                0.65767,                0.96563,                0.84442,                0.59092,                0.67048,                0.36741,                 1.3506,                0.59468,                0.99587,               0.004951,               0.004951,               0.004951
                    156,                 1.3466,                0.65991,                0.96699,                0.84422,                0.59099,                0.67021,                0.36719,                 1.3507,                0.59472,                0.99586,               0.004918,               0.004918,               0.004918
