                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 1.3023,                0.62336,                  1.009,                0.86579,                 0.6663,                0.74729,                 0.4252,                 1.2674,                0.51947,                 1.0418,              0.0034501,              0.0034501,              0.0034501
                    134,                 1.3001,                0.62208,                 1.0118,                 0.8665,                0.66559,                0.74689,                0.42541,                 1.2676,                0.51961,                 1.0419,              0.0034001,              0.0034001,              0.0034001
                    135,                 1.2061,                0.56018,                0.97932,                0.86579,                0.66632,                0.74705,                0.42547,                 1.2677,                0.51925,                  1.042,              0.0033501,              0.0033501,              0.0033501
                    136,                 1.2446,                0.58254,                0.99177,                0.86672,                0.66578,                0.74691,                0.42502,                 1.2678,                0.51942,                  1.042,              0.0033001,              0.0033001,              0.0033001
                    137,                  1.267,                0.59887,                0.99348,                0.86758,                0.66496,                0.74699,                0.42509,                 1.2678,                0.51938,                 1.0419,              0.0032501,              0.0032501,              0.0032501
                    138,                  1.273,                 0.6021,                 1.0005,                0.86813,                0.66448,                  0.747,                0.42535,                 1.2679,                0.51936,                 1.0419,              0.0032001,              0.0032001,              0.0032001
                    139,                  1.281,                0.60758,                 1.0026,                0.86837,                0.66475,                0.74711,                0.42535,                  1.268,                0.51941,                 1.0419,              0.0031501,              0.0031501,              0.0031501
                    140,                 1.2836,                0.60891,                 1.0022,                0.86702,                0.66554,                 0.7469,                0.42538,                 1.2679,                0.51947,                 1.0419,              0.0031001,              0.0031001,              0.0031001
                    141,                 1.2894,                0.61083,                 1.0018,                0.86733,                0.66564,                0.74696,                0.42534,                  1.268,                0.51931,                  1.042,              0.0030501,              0.0030501,              0.0030501
                    142,                 1.2829,                0.60694,                 1.0044,                0.86755,                0.66562,                0.74706,                0.42539,                 1.2681,                0.51952,                  1.042,              0.0030001,              0.0030001,              0.0030001
